name,season,GW,position,value,strength_difference,attack_strength_difference,defence_strength_difference,was_home,ict_index_ewma,minutes_ewma,total_points_ewma,total_points
Caoimhin Kelleher,2023-24,25,GK,37,1.0,260.0,280.0,0,1.5370370370370372,90.0,3.074074074074075,3
Caoimhin Kelleher,2023-24,25,GK,37,2.0,90.0,210.0,1,2.291358024691358,90.0,3.0493827160493834,2
Caoimhin Kelleher,2023-24,27,GK,37,1.0,270.0,340.0,0,2.1275720164609053,90.0,2.6995884773662557,9
Caoimhin Kelleher,2023-24,28,GK,38,-1.0,-160.0,-90.0,1,2.11838134430727,90.0,4.7997256515775035,3
Caoimhin Kelleher,2023-24,30,GK,38,1.0,-30.0,90.0,1,2.7789208962048466,90.0,4.19981710105167,2
Caoimhin Kelleher,2023-24,31,GK,38,2.0,150.0,250.0,1,3.0192805974698977,90.0,3.4665447340344464,3
Caoimhin Kelleher,2023-24,32,GK,39,1.0,230.0,260.0,0,2.8795203983132653,90.0,3.311029822689631,2
Caoimhin Kelleher,2024-25,5,GK,44,2.0,100.0,200.0,1,2.919680265542177,90.0,2.8740198817930875,9
Caoimhin Kelleher,2024-25,8,GK,44,2.0,20.0,210.0,1,3.6131201770281183,90.0,4.916013254528725,2
Caoimhin Kelleher,2024-25,9,GK,44,0.0,50.0,-10.0,0,2.775413451352079,90.0,3.9440088363524834,1
Caoimhin Kelleher,2024-25,10,GK,44,2.0,130.0,240.0,1,2.1502756342347196,90.0,2.9626725575683226,3
Caoimhin Kelleher,2024-25,11,GK,44,2.0,20.0,200.0,1,2.2001837561564797,90.0,2.975115038378882,6
Caoimhin Kelleher,2024-25,12,GK,45,3.0,370.0,380.0,0,2.10012250410432,90.0,3.9834100255859215,7
Caoimhin Kelleher,2024-25,13,GK,45,1.0,-50.0,210.0,1,2.8334150027362135,90.0,4.988940017057281,7
Caoimhin Kelleher,2024-25,14,GK,45,1.0,70.0,230.0,0,2.6556100018241424,90.0,5.659293344704855,2
Carlos Alcaraz Durán,2024-25,1,MID,50,-2.0,-290.0,-160.0,0,0.0,0.0,0.0,1
Carlos Baleba,2023-24,6,MID,45,0.0,-5.0,5.0,1,0.0,0.0,0.0,1
Carlos Baleba,2023-24,7,MID,45,-1.0,0.0,100.0,0,0.9,16.0,1.0,1
Carlos Baleba,2023-24,8,MID,45,-1.0,-320.0,-215.0,1,0.6000000000000001,12.000000000000002,1.0,1
Carlos Baleba,2023-24,9,MID,45,-2.0,-180.0,-110.0,0,1.0,38.0,1.0,2
Carlos Baleba,2023-24,10,MID,45,0.0,-100.0,-45.0,1,1.4333333333333333,47.0,1.3333333333333335,2
Carlos Baleba,2023-24,12,MID,45,1.0,10.0,115.0,1,1.588888888888889,54.66666666666667,1.5555555555555558,0
Carlos Baleba,2023-24,13,MID,45,0.0,100.0,190.0,0,1.0592592592592596,42.777777777777786,1.0370370370370374,1
Carlos Baleba,2023-24,14,MID,45,0.0,10.0,160.0,0,0.7728395061728398,32.85185185185186,1.0246913580246917,1
Carlos Baleba,2023-24,15,MID,45,0.0,-80.0,80.0,1,1.3818930041152266,40.56790123456791,1.0164609053497946,2
Carlos Baleba,2023-24,16,MID,45,1.0,20.0,85.0,1,2.2212620027434844,54.71193415637861,1.3443072702331964,1
Carlos Baleba,2023-24,18,MID,45,0.0,120.0,160.0,0,2.580841335162323,55.80795610425241,1.2295381801554643,0
Carlos Baleba,2023-24,19,MID,45,-1.0,-240.0,-15.0,1,2.3205608901082155,52.205304069501615,0.819692120103643,1
Carlos Baleba,2023-24,22,MID,45,1.0,90.0,220.0,0,1.6470405934054773,45.13686937966774,0.8797947467357621,0
Carlos Baleba,2023-24,23,MID,45,0.0,-15.0,15.0,1,1.1980270622703184,39.7579129197785,0.5865298311571748,1
Carlos Baleba,2023-24,24,MID,45,-1.0,-50.0,130.0,0,0.8986847081802123,29.838608613185666,0.7243532207714499,1
Carlos Baleba,2023-24,27,MID,45,0.0,120.0,190.0,0,0.5991231387868082,20.225739075457113,0.8162354805143,1
Carlos Baleba,2023-24,28,MID,45,0.0,-10.0,10.0,1,1.1327487591912055,39.15049271697141,0.8774903203428668,3
Carlos Baleba,2023-24,30,MID,45,-1.0,-90.0,30.0,0,1.4218325061274704,56.10032847798094,1.5849935468952445,2
Carlos Baleba,2023-24,31,MID,45,0.0,90.0,130.0,0,1.6478883374183138,67.40021898532063,1.7233290312634963,3
Carlos Baleba,2023-24,32,MID,45,-2.0,-290.0,-235.0,1,2.5652588916122094,74.93347932354709,2.148886020842331,1
Carlos Baleba,2023-24,33,MID,45,1.0,140.0,190.0,0,1.9768392610748065,79.95565288236473,1.7659240138948875,2
Carlos Baleba,2023-24,34,MID,45,-2.0,-300.0,-225.0,1,2.5845595073832044,83.30376858824316,1.8439493425965918,1
Carlos Baleba,2023-24,35,MID,45,0.0,35.0,185.0,0,1.88970633825547,85.53584572549545,1.5626328950643946,1
Carlos Baleba,2023-24,36,MID,45,-1.0,-280.0,-85.0,1,1.2931375588369802,57.69056381699697,1.3750885967095965,1
Carlos Baleba,2023-24,37,MID,45,0.0,20.0,190.0,0,0.8954250392246536,39.12704254466465,1.2500590644730645,1
Carlos Baleba,2023-24,37,MID,45,0.0,-160.0,-15.0,1,0.7969500261497691,27.084695029776434,1.166706042982043,1
Carlos Baleba,2023-24,38,MID,45,0.0,-160.0,-75.0,1,0.6313000174331794,24.723130019850956,1.1111373619880287,2
Carlos Baleba,2024-25,2,MID,50,0.0,-50.0,60.0,1,1.1875333449554528,43.148753346567304,1.4074249079920191,1
Carlos Baleba,2024-25,3,MID,50,-2.0,-170.0,-200.0,0,0.9583555633036352,34.43250223104487,1.271616605328013,2
Carlos Baleba,2024-25,4,MID,50,1.0,0.0,150.0,1,1.5722370422024234,52.95500148736325,1.5144110702186753,3
Carlos Baleba,2024-25,5,MID,50,-1.0,-160.0,-140.0,1,2.814824694801616,65.30333432490883,2.0096073801457837,1
Carlos Baleba,2024-25,6,MID,50,0.0,-50.0,70.0,0,2.076549796534411,63.868889549939226,1.673071586763856,12
Carlos Baleba,2024-25,7,MID,50,0.0,-180.0,120.0,1,5.2510331976896065,72.5792596999595,5.115381057842571,2
Carlos Baleba,2024-25,8,MID,50,-1.0,-150.0,40.0,0,4.200688798459738,72.71950646663967,4.076920705228381,3
Carlos Baleba,2024-25,9,MID,50,0.0,-80.0,70.0,1,3.633792532306492,71.81300431109312,3.7179471368189208,3
Carlos Baleba,2024-25,11,MID,50,-1.0,-280.0,20.0,1,4.555861688204328,74.20866954072875,3.4786314245459473,1
Carlos Baleba,2024-25,12,MID,50,0.0,-80.0,70.0,0,3.7705744588028858,64.47244636048583,2.652420949697299,-2
Carlos Baleba,2024-25,14,MID,50,0.0,-20.0,40.0,0,2.6803829725352575,62.31496424032389,1.1016139664648663,9
Carlos Baleba,2024-25,15,MID,50,1.0,150.0,190.0,0,3.586921981690172,71.54330949354926,3.7344093109765777,0
Carlos Baleba,2024-25,16,MID,50,0.0,-80.0,50.0,1,2.824614654460115,62.69553966236618,2.4896062073177188,2
Carlos Baleba,2024-25,17,MID,50,0.0,50.0,100.0,0,2.8830764363067436,70.79702644157746,2.326404138211813,2
Carlos Baleba,2024-25,18,MID,50,0.0,-170.0,90.0,1,3.6887176242044957,77.19801762771831,2.2176027588078755,3
Carlos Baleba,2024-25,19,MID,50,0.0,-20.0,60.0,0,3.6924784161363307,81.46534508514554,2.4784018392052505,1
Carlos Baleba,2024-25,20,MID,50,-2.0,-210.0,-210.0,1,3.094985610757554,82.64356339009703,1.9856012261368337,2
Carlos Baleba,2024-25,21,MID,50,1.0,50.0,150.0,0,2.4633237405050363,85.09570892673136,1.9904008174245558,3
Carlos Henrique Casimiro,2022-23,4,MID,50,1.0,160.0,150.0,0,0.0,0.0,0.0,1
Carlos Henrique Casimiro,2022-23,5,MID,50,0.0,20.0,155.0,0,0.9,10.0,1.0,1
Carlos Henrique Casimiro,2022-23,6,MID,50,-1.0,-180.0,-85.0,1,1.0333333333333334,17.0,1.0,1
Carlos Henrique Casimiro,2022-23,9,MID,50,-2.0,-140.0,-120.0,0,1.0555555555555558,14.666666666666668,1.0,1
Carlos Henrique Casimiro,2022-23,10,MID,49,0.0,180.0,150.0,0,1.2370370370370374,20.111111111111114,1.0,5
Carlos Henrique Casimiro,2022-23,11,MID,49,-1.0,-80.0,-135.0,1,3.0246913580246915,43.40740740740741,2.333333333333333,2
Carlos Henrique Casimiro,2022-23,12,MID,49,0.0,-90.0,-45.0,1,3.649794238683128,58.93827160493828,2.2222222222222223,2
Carlos Henrique Casimiro,2022-23,13,MID,49,0.0,80.0,30.0,0,3.8331961591220853,67.95884773662553,2.1481481481481484,10
Carlos Henrique Casimiro,2022-23,14,MID,49,0.0,30.0,15.0,1,4.95546410608139,75.3058984910837,4.765432098765432,3
Carlos Henrique Casimiro,2022-23,15,MID,49,0.0,150.0,150.0,0,4.203642737387594,80.20393232738914,4.176954732510288,2
Carlos Henrique Casimiro,2022-23,16,MID,49,0.0,100.0,150.0,0,4.169095158258396,83.46928821825944,3.451303155006859,2
Carlos Henrique Casimiro,2022-23,17,MID,49,0.0,35.0,65.0,1,2.7793967721722646,85.64619214550629,2.9675354366712394,8
Carlos Henrique Casimiro,2022-23,18,MID,49,0.0,160.0,120.0,0,6.78626451478151,87.09746143033753,4.645023624447493,2
Carlos Henrique Casimiro,2022-23,19,MID,49,1.0,60.0,55.0,1,5.89084300985434,88.0649742868917,3.7633490829649956,10
Carlos Henrique Casimiro,2022-23,20,MID,49,-2.0,-240.0,-175.0,1,6.3272286732362275,88.7099828579278,5.842232721976664,6
Carlos Henrique Casimiro,2022-23,20,MID,49,0.0,160.0,110.0,0,6.351485782157486,89.13998857195187,5.8948218146511095,1
Carlos Henrique Casimiro,2022-23,22,MID,49,0.0,50.0,55.0,1,6.467657188104991,89.42665904796792,4.26321454310074,-1
Carlos Henrique Casimiro,2022-23,26,MID,49,-1.0,-40.0,40.0,0,4.645104792069994,82.61777269864528,2.5088096954004935,2
Carlos Henrique Casimiro,2022-23,27,MID,49,1.0,60.0,95.0,1,4.230069861379997,80.41184846576353,2.339206463600329,-2
Carlos Henrique Casimiro,2022-23,31,MID,49,0.0,190.0,155.0,0,3.020046574253332,64.6078989771757,0.8928043090668863,3
Carlos Henrique Casimiro,2022-23,33,MID,49,0.0,50.0,80.0,0,3.1466977161688883,73.07193265145047,1.5952028727112575,2
Carlos Henrique Casimiro,2022-23,34,MID,49,0.0,10.0,90.0,1,2.097798477445926,78.71462176763364,1.7301352484741717,3
Carlos Henrique Casimiro,2022-23,34,MID,49,0.0,20.0,80.0,0,3.2318656516306175,82.47641451175576,2.1534234989827814,1
Carlos Henrique Casimiro,2022-23,35,MID,49,0.0,160.0,75.0,0,3.2212437677537453,84.98427634117051,1.7689489993218543,2
Carlos Henrique Casimiro,2022-23,36,MID,49,0.0,60.0,65.0,1,3.9141625118358303,86.65618422744701,1.8459659995479032,2
Carlos Henrique Casimiro,2022-23,37,MID,49,1.0,170.0,200.0,0,3.9761083412238873,87.77078948496468,1.8973106663652688,9
Carlos Henrique Casimiro,2022-23,37,MID,49,0.0,-80.0,-55.0,1,7.317405560815924,88.51385965664312,4.264873777576846,7
Carlos Henrique Casimiro,2022-23,38,MID,49,0.0,0.0,100.0,1,7.411603707210617,89.00923977109542,5.1765825183845635,2
Carlos Henrique Casimiro,2023-24,1,MID,55,0.0,30.0,15.0,1,4.941069138140412,81.33949318073029,4.117721678923043,3
Carlos Henrique Casimiro,2023-24,2,MID,55,-1.0,-20.0,120.0,0,5.227379425426941,84.22632878715353,3.7451477859486952,2
Carlos Henrique Casimiro,2023-24,3,MID,55,0.0,50.0,-5.0,1,5.518252950284627,86.15088585810236,3.1634318572991305,7
Carlos Henrique Casimiro,2023-24,4,MID,54,-2.0,-120.0,-140.0,0,7.645501966856418,87.43392390540157,4.442287904866086,2
Carlos Henrique Casimiro,2023-24,5,MID,54,0.0,-110.0,-60.0,1,5.697001311237613,88.28928260360105,3.628191936577391,2
Carlos Henrique Casimiro,2023-24,6,MID,54,1.0,170.0,180.0,0,4.3980008741584085,79.85952173573403,3.085461291051594,3
Carlos Henrique Casimiro,2023-24,7,MID,54,0.0,45.0,0.0,1,4.398667249438939,83.23968115715603,3.0569741940343964,1
Carlos Henrique Casimiro,2023-24,8,MID,54,0.0,-20.0,65.0,1,4.5324448329592935,85.49312077143736,2.3713161293562646,1
Carlos Henrique Casimiro,2023-24,22,MID,53,0.0,95.0,145.0,0,4.221629888639529,71.99541384762492,1.9142107529041765,1
Carlos Henrique Casimiro,2023-24,23,MID,53,0.0,-20.0,-20.0,1,4.581086592426352,71.99694256508329,1.609473835269451,6
Carlos Henrique Casimiro,2023-24,24,MID,53,-1.0,30.0,90.0,0,5.054057728284235,77.99796171005553,3.072982556846301,1
Carlos Henrique Casimiro,2023-24,25,MID,53,1.0,120.0,210.0,0,4.936038485522824,81.99864114003702,2.381988371230868,0
Carlos Henrique Casimiro,2023-24,26,MID,53,0.0,-40.0,-60.0,1,3.824025657015216,69.66576076002468,1.5879922474872454,1
Carlos Henrique Casimiro,2023-24,27,MID,53,-2.0,-150.0,-120.0,0,3.5826837713434774,63.77717384001646,1.3919948316581636,2
Carlos Henrique Casimiro,2023-24,28,MID,53,0.0,50.0,-5.0,1,3.6884558475623184,72.51811589334432,1.5946632211054426,3
Carlos Henrique Casimiro,2023-24,30,MID,53,0.0,120.0,120.0,0,4.925637231708213,78.34541059556288,2.0631088140702953,4
Carlos Henrique Casimiro,2023-24,31,MID,53,0.0,40.0,150.0,0,4.550424821138808,55.563607063708595,2.708739209380197,2
Carlos Henrique Casimiro,2023-24,32,MID,53,-1.0,-260.0,-230.0,1,3.766949880759206,61.709071375805735,2.472492806253465,1
Carlos Henrique Casimiro,2023-24,33,MID,53,0.0,65.0,175.0,0,4.244633253839471,71.13938091720382,1.9816618708356433,2
Carlos Henrique Casimiro,2023-24,34,MID,53,1.0,70.0,100.0,1,4.596422169226313,77.42625394480255,1.9877745805570957,2
Carlos Henrique Casimiro,2023-24,35,MID,53,1.0,80.0,70.0,1,4.497614779484209,81.61750262986837,1.9918497203713974,2
Carlos Henrique Casimiro,2023-24,36,MID,53,0.0,150.0,150.0,0,5.06507651965614,84.41166841991225,1.9945664802475984,2
Carlos Henrique Casimiro,2023-24,37,MID,53,-2.0,-230.0,-250.0,1,5.510051013104094,86.27444561327484,1.9963776534983992,2
Carlos Henrique Casimiro,2023-24,37,MID,53,0.0,-225.0,-90.0,1,5.173367342069396,87.51629707551656,1.9975851023322662,1
Carlos Henrique Casimiro,2023-24,38,MID,53,0.0,75.0,160.0,0,4.482244894712931,88.34419805034437,1.6650567348881775,5
Carlos Henrique Casimiro,2024-25,1,MID,50,0.0,-40.0,-80.0,1,5.188163263141954,88.89613203356292,2.776704489925452,3
Carlos Henrique Casimiro,2024-25,2,MID,50,0.0,-60.0,50.0,0,6.1254421754279695,89.26408802237529,2.851136326616968,2
Carlos Henrique Casimiro,2024-25,3,MID,50,-2.0,-260.0,-290.0,1,5.18362811695198,89.50939201491687,2.5674242177446454,1
Carlos Henrique Casimiro,2024-25,4,MID,50,1.0,140.0,140.0,0,3.4890854113013203,74.67292800994458,2.0449494784964304,1
Carlos Henrique Casimiro,2024-25,6,MID,49,0.0,-150.0,0.0,1,2.592723607534214,50.78195200662973,1.696632985664287,1
Carlos Henrique Casimiro,2024-25,7,MID,48,0.0,-30.0,10.0,0,3.4284824050228093,48.854634671086494,1.4644219904428581,1
Carlos Henrique Casimiro,2024-25,8,MID,48,0.0,-140.0,-30.0,1,2.718988270015206,34.236423114057665,1.3096146602952388,2
Carlos Henrique Casimiro,2024-25,9,MID,48,0.0,40.0,50.0,0,5.17932551334347,51.82428207603844,1.5397431068634926,10
Carlos Henrique Casimiro,2024-25,10,MID,48,0.0,-180.0,-100.0,1,8.486217008895647,64.54952138402564,4.359828737908995,1
Carlos Henrique Casimiro,2024-25,11,MID,48,1.0,130.0,50.0,1,6.457478005930431,73.0330142560171,3.2398858252726637,3
Carlos Henrique Casimiro,2024-25,12,MID,48,1.0,40.0,100.0,0,5.771652003953622,74.68867617067806,3.1599238835151096,1
Carlos Henrique Casimiro,2024-25,13,MID,48,0.0,-10.0,-90.0,1,4.481101335969082,68.12578411378539,2.43994925567674,3
Carlos Henrique Casimiro,2024-25,18,MID,48,0.0,-20.0,40.0,0,3.6540675573127213,67.08385607585693,2.626632837117827,1
Carlos Henrique Casimiro,2024-25,19,MID,48,-1.0,-220.0,-100.0,1,4.636045038208481,53.72257071723796,2.084421891411885,2
Carlos Roberto Forbs Borges,2024-25,4,MID,55,-1.0,-240.0,-20.0,1,0.0,0.0,0.0,1
Carlos Roberto Forbs Borges,2024-25,6,MID,55,-2.0,-280.0,-210.0,1,1.1,4.0,1.0,0
Carlos Roberto Forbs Borges,2024-25,7,MID,55,0.0,-40.0,70.0,0,1.0333333333333334,15.333333333333332,0.6666666666666667,1
Carlos Roberto Forbs Borges,2024-25,8,MID,55,-1.0,-270.0,-20.0,1,1.8555555555555556,32.55555555555556,0.7777777777777779,1
Carlos Roberto Forbs Borges,2024-25,9,MID,55,0.0,-70.0,80.0,0,1.403703703703704,29.370370370370374,0.8518518518518521,1
Carlos Roberto Forbs Borges,2024-25,13,MID,55,0.0,-120.0,-30.0,1,1.069135802469136,35.91358024691358,0.9012345679012348,1
Carlos Roberto Forbs Borges,2024-25,17,MID,55,1.0,130.0,170.0,0,0.7794238683127573,32.60905349794239,0.9341563786008233,1
Carlos Roberto Forbs Borges,2024-25,19,MID,55,0.0,-90.0,110.0,0,0.5862825788751717,22.072702331961594,0.956104252400549,1
Carlos Roberto Forbs Borges,2024-25,20,MID,55,-1.0,-150.0,-180.0,1,0.6908550525834478,18.715134887974397,0.9707361682670328,1
Carlos Soler,2024-25,4,MID,50,0.0,-70.0,-40.0,0,0.0,0.0,0.0,0
Carlos Soler,2024-25,5,MID,50,0.0,-210.0,-80.0,1,0.8,20.0,0.0,0
Carlos Soler,2024-25,6,MID,50,0.0,-70.0,10.0,0,0.9666666666666668,25.333333333333336,0.0,1
Carlos Soler,2024-25,7,MID,50,1.0,0.0,50.0,1,1.9444444444444444,31.888888888888893,0.3333333333333333,1
Carlos Soler,2024-25,8,MID,50,0.0,-120.0,50.0,0,1.32962962962963,27.92592592592593,0.5555555555555556,0
Carlos Soler,2024-25,9,MID,50,0.0,-50.0,-40.0,1,1.3197530864197535,28.283950617283956,0.3703703703703704,1
Carlos Soler,2024-25,10,MID,50,-1.0,-160.0,-80.0,0,1.5465020576131692,33.85596707818931,0.5802469135802469,1
Carlos Soler,2024-25,11,MID,50,0.0,-40.0,-70.0,1,1.131001371742113,37.57064471879288,0.720164609053498,1
Carlos Soler,2024-25,12,MID,50,-1.0,-200.0,-40.0,0,0.954000914494742,32.71376314586192,0.8134430727023321,3
Carlos Soler,2024-25,13,MID,50,-2.0,-210.0,-310.0,1,1.6360006096631614,49.475842097241284,1.5422953818015548,5
Carlos Soler,2024-25,14,MID,50,1.0,100.0,110.0,0,2.257333739775441,58.65056139816086,2.694863587867703,2
Carlos Soler,2024-25,15,MID,50,0.0,-80.0,-30.0,1,4.304889159850294,59.43370759877391,2.4632423919118023,2
Carlos Soler,2024-25,16,MID,50,0.0,-130.0,-10.0,0,3.403259439900196,60.62247173251594,2.308828261274535,0
Carlos Soler,2024-25,18,MID,50,1.0,100.0,110.0,0,3.268839626600131,58.748314488343965,1.53921884084969,1
Carlos Soler,2024-25,19,MID,50,-2.0,-290.0,-270.0,1,2.7125597510667543,54.16554299222931,1.3594792272331269,2
Carlos Soler,2024-25,21,MID,50,0.0,-70.0,-60.0,1,1.8750398340445031,60.11036199481955,1.5729861514887513,9
Carlos Vinícius Alves Morais,2022-23,6,FWD,55,0.0,-105.0,0.0,0,0.0,0.0,0.0,1
Carlos Vinícius Alves Morais,2022-23,8,FWD,55,0.0,35.0,75.0,0,0.0,5.0,1.0,1
Carlos Vinícius Alves Morais,2022-23,9,FWD,55,-1.0,-150.0,-180.0,1,0.03333333333333333,3.6666666666666674,1.0,1
Carlos Vinícius Alves Morais,2022-23,10,FWD,55,0.0,5.0,-5.0,0,0.6555555555555556,20.11111111111111,1.0,1
Carlos Vinícius Alves Morais,2022-23,11,FWD,55,1.0,-10.0,10.0,1,1.737037037037037,43.407407407407405,1.0,1
Carlos Vinícius Alves Morais,2022-23,12,FWD,55,0.0,-60.0,45.0,1,1.2246913580246914,29.938271604938272,1.0,1
Carlos Vinícius Alves Morais,2022-23,13,FWD,55,0.0,-65.0,70.0,0,0.8164609053497943,21.625514403292186,1.0,1
Carlos Vinícius Alves Morais,2022-23,15,FWD,55,-2.0,-295.0,-200.0,0,0.5443072702331962,14.750342935528126,1.0,2
Carlos Vinícius Alves Morais,2022-23,16,FWD,55,0.0,-150.0,-100.0,1,0.5628715134887975,34.83356195701875,1.3333333333333335,2
Carlos Vinícius Alves Morais,2022-23,17,FWD,55,0.0,5.0,30.0,0,0.37524767565919837,53.222374638012504,1.5555555555555558,1
Carlos Vinícius Alves Morais,2022-23,19,FWD,55,0.0,-150.0,-100.0,1,0.3168317837727989,37.14824975867501,1.3703703703703707,9
Carlos Vinícius Alves Morais,2022-23,20,FWD,54,-1.0,-100.0,-110.0,0,3.844554522515199,54.76549983911667,3.9135802469135808,1
Carlos Vinícius Alves Morais,2022-23,21,FWD,54,0.0,-160.0,-90.0,1,2.5630363483434664,36.84366655941112,2.942386831275721,1
Carlos Vinícius Alves Morais,2022-23,22,FWD,54,0.0,-75.0,-50.0,0,1.8420242322289777,25.56244437294075,2.2949245541838144,1
Carlos Vinícius Alves Morais,2022-23,23,FWD,54,0.0,-35.0,20.0,1,1.2280161548193187,17.374962915293835,1.863283036122543,1
Carlos Vinícius Alves Morais,2022-23,24,FWD,54,0.0,-135.0,0.0,0,0.8520107698795458,13.58330861019589,1.5755220240816954,3
Carlos Vinícius Alves Morais,2022-23,25,FWD,54,0.0,-10.0,20.0,1,1.5013405132530306,18.38887240679726,2.050348016054464,2
Carlos Vinícius Alves Morais,2022-23,26,FWD,54,0.0,-65.0,40.0,0,2.767560342168687,42.259248271198175,2.0335653440363095,7
Carlos Vinícius Alves Morais,2022-23,29,FWD,54,1.0,15.0,120.0,0,3.545040228112458,30.506165514132118,3.689043562690873,2
Carlos Vinícius Alves Morais,2022-23,30,FWD,54,0.0,-40.0,-30.0,1,2.796693485408306,50.337443676088085,3.1260290417939154,1
Carlos Vinícius Alves Morais,2022-23,31,FWD,54,0.0,25.0,70.0,0,2.8311289902722043,63.55829578405873,2.4173526945292774,1
Carlos Vinícius Alves Morais,2022-23,32,FWD,54,0.0,-50.0,45.0,1,2.12075266018147,42.70553052270583,1.9449017963528517,1
Carlos Vinícius Alves Morais,2022-23,33,FWD,54,0.0,-5.0,70.0,0,1.4138351067876467,31.137020348470557,1.629934530901901,1
Carlos Vinícius Alves Morais,2022-23,34,FWD,54,-2.0,-310.0,-220.0,1,0.9425567378584312,28.424680232313705,1.4199563539346007,8
Carlos Vinícius Alves Morais,2022-23,34,FWD,54,-1.0,-195.0,-40.0,0,2.895037825238954,48.949786821542475,3.6133042359564005,2
Carlos Vinícius Alves Morais,2022-23,35,FWD,54,0.0,-50.0,10.0,1,3.6300252168259695,58.63319121436165,3.075536157304267,9
Carlos Vinícius Alves Morais,2022-23,36,FWD,54,1.0,5.0,70.0,0,4.853350144550646,69.08879414290777,5.050357438202845,9
Carlos Vinícius Alves Morais,2022-23,38,FWD,54,0.0,-100.0,0.0,0,5.768900096367098,67.39252942860519,6.366904958801896,1
Carlos Vinícius Alves Morais,2023-24,5,FWD,48,1.0,-70.0,0.0,1,3.8459333975780656,48.2616862857368,4.577936639201265,7
Carlos Vinícius Alves Morais,2023-24,6,FWD,48,0.0,120.0,90.0,0,4.930622265052044,41.50779085715787,5.385291092800843,1
Carlos Vinícius Alves Morais,2023-24,7,FWD,48,0.0,-180.0,-90.0,1,3.3204148433680296,31.338527238105254,3.9235273952005625,1
Carlos Vinícius Alves Morais,2023-24,8,FWD,48,1.0,-10.0,40.0,1,3.4802765622453533,33.225684825403505,2.949018263467042,2
Carlos Vinícius Alves Morais,2023-24,9,FWD,48,-1.0,-50.0,60.0,0,4.286851041496902,47.81712321693567,2.6326788423113614,1
Carlos Vinícius Alves Morais,2023-24,11,FWD,48,0.0,-180.0,-150.0,1,2.9912340276646017,46.87808214462378,2.0884525615409077,1
Carlos Vinícius Alves Morais,2023-24,12,FWD,47,-1.0,0.0,30.0,0,2.094156018443068,35.91872142974919,1.7256350410272718,0
Carlos Vinícius Alves Morais,2023-24,13,FWD,47,0.0,-50.0,-45.0,1,1.4294373456287122,29.279147619832795,1.150423360684848,0
Carlos Vinícius Alves Morais,2023-24,14,FWD,47,-1.0,-90.0,-40.0,0,0.9529582304191415,24.186098413221863,0.766948907123232,1
Carlos Vinícius Alves Morais,2023-24,15,FWD,47,0.0,-30.0,-65.0,1,0.6353054869460945,16.45739894214791,0.8446326047488215,1
Carlos Vinícius Alves Morais,2023-24,16,FWD,47,0.0,-100.0,-80.0,1,0.42353699129739636,14.63826596143194,0.8964217364992144,5
Carlos Vinícius Alves Morais,2023-24,18,FWD,47,1.0,0.0,10.0,1,1.982357994198264,15.758843974287961,2.264281157666143,1
Carlos Vinícius Alves Morais,2023-24,19,FWD,47,0.0,35.0,115.0,0,3.088238662798843,19.172562649525307,1.8428541051107619,1
Carlos Vinícius Alves Morais,2024-25,17,FWD,50,1.0,160.0,160.0,1,2.092159108532562,15.448375099683538,1.561902736740508,1
Carney Chukwuemeka,2022-23,10,MID,43,0.0,110.0,40.0,1,0.0,0.0,0.0,1
Carney Chukwuemeka,2022-23,12,MID,43,0.0,90.0,120.0,0,0.0,4.0,1.0,1
Carney Chukwuemeka,2022-23,13,MID,43,0.0,-30.0,-80.0,1,1.3666666666666665,12.0,1.0,1
Carney Chukwuemeka,2022-23,18,MID,43,0.0,190.0,155.0,0,0.9777777777777777,11.666666666666666,1.0,1
Carney Chukwuemeka,2022-23,19,MID,43,-2.0,-190.0,-200.0,1,0.6518518518518519,8.777777777777779,1.0,2
Carney Chukwuemeka,2022-23,19,MID,43,0.0,100.0,150.0,0,2.534567901234568,28.51851851851852,1.3333333333333335,1
Carney Chukwuemeka,2022-23,20,MID,43,0.0,100.0,30.0,1,2.2563786008230453,22.679012345679016,1.2222222222222223,3
Carney Chukwuemeka,2022-23,21,MID,43,-1.0,-40.0,40.0,0,2.2042524005486968,35.78600823045268,1.8148148148148149,1
Carney Chukwuemeka,2022-23,26,MID,43,0.0,70.0,65.0,1,1.7361682670324645,26.524005486968456,1.54320987654321,1
Carney Chukwuemeka,2022-23,27,MID,43,0.0,20.0,155.0,0,1.5241121780216431,22.68267032464564,1.3621399176954734,1
Carney Chukwuemeka,2022-23,28,MID,43,0.0,100.0,40.0,1,1.0494081186810957,17.788446883097095,1.2414266117969823,1
Carney Chukwuemeka,2022-23,37,MID,42,-2.0,-140.0,-120.0,0,0.7329387457873973,13.192297922064732,1.1609510745313216,1
Carney Chukwuemeka,2022-23,37,MID,42,0.0,55.0,80.0,0,0.9552924971915981,11.79486528137649,1.1073007163542146,2
Carney Chukwuemeka,2022-23,38,MID,42,-1.0,-30.0,-160.0,1,1.3035283314610655,34.86324352091766,1.4048671442361431,1
Carney Chukwuemeka,2023-24,1,MID,45,-1.0,-310.0,-180.0,1,0.8690188876407104,33.242162347278445,1.269911429490762,1
Carney Chukwuemeka,2023-24,2,MID,45,0.0,0.0,175.0,0,1.3126792584271403,48.82810823151897,1.1799409529938414,5
