name,GW,position,value,strength_difference,attack_strength_difference,defence_strength_difference,was_home,ict_index_ewma,minutes_ewma,total_points_ewma,total_points
Kiernan Dewsbury-Hall,2,MID,50,0.0,-70.0,-80.0,1,4.2,90.0,2.0,2
Kiernan Dewsbury-Hall,3,MID,50,0.0,20.0,10.0,0,4.833333333333334,90.0,2.0,12
Kim Ji-soo,1,DEF,40,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Kim Ji-soo,2,DEF,40,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Kim Ji-soo,3,DEF,40,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Kjell Scherpen,1,GK,40,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Kjell Scherpen,2,GK,40,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Kjell Scherpen,3,GK,40,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Kobbie Mainoo,1,MID,50,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Kobbie Mainoo,2,MID,50,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Kobbie Mainoo,3,MID,49,1.0,60.0,50.0,1,0.0,0.0,0.0,1
Konstantinos Mavropanos,1,DEF,45,1.0,50.0,50.0,0,0.0,0.0,0.0,0
Konstantinos Mavropanos,2,DEF,45,-1.0,-200.0,-90.0,1,0.0,0.0,0.0,0
Konstantinos Mavropanos,3,DEF,44,0.0,-80.0,-50.0,0,0.0,0.0,0.0,6
Konstantinos Tsimikas,1,DEF,50,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Konstantinos Tsimikas,2,DEF,50,1.0,90.0,250.0,0,0.0,0.0,0.0,0
Konstantinos Tsimikas,3,DEF,49,1.0,-10.0,30.0,1,0.0,0.0,0.0,0
Kristoffer Ajer,1,DEF,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Kristoffer Ajer,2,DEF,45,0.0,-220.0,-40.0,1,0.0,0.0,0.0,1
Kristoffer Ajer,3,DEF,45,1.0,30.0,240.0,0,0.06666666666666667,1.6666666666666665,0.3333333333333333,0
Krisztián Hegyi,1,GK,40,1.0,50.0,50.0,0,0.0,0.0,0.0,0
Krisztián Hegyi,2,GK,40,-1.0,-200.0,-90.0,1,0.0,0.0,0.0,0
Krisztián Hegyi,3,GK,40,0.0,-80.0,-50.0,0,0.0,0.0,0.0,0
Kyle Walker,1,DEF,45,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,1
Kyle Walker,2,DEF,45,0.0,0.0,0.0,1,1.0,90.0,1.0,6
Kyle Walker,3,DEF,45,-1.0,-50.0,-60.0,0,1.2666666666666666,90.0,2.666666666666667,0
Kyle Walker-Peters,1,DEF,45,1.0,50.0,50.0,0,0.0,0.0,0.0,0
Kyle Walker-Peters,2,DEF,45,-1.0,-200.0,-90.0,1,0.0,0.0,0.0,1
Kyle Walker-Peters,3,DEF,44,0.0,-80.0,-50.0,0,0.2333333333333333,6.666666666666666,0.3333333333333333,6
Ladislav Krejcí,3,DEF,45,0.0,-10.0,-20.0,1,0.0,0.0,0.0,0
Lamare Bogarde,1,DEF,40,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Lamare Bogarde,2,DEF,40,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Lamare Bogarde,3,DEF,40,0.0,-80.0,10.0,1,0.09999999999999999,5.333333333333333,0.0,1
Largie Ramazani,1,MID,50,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,0
Largie Ramazani,2,MID,50,-2.0,-240.0,-250.0,0,0.0,0.0,0.0,0
Largie Ramazani,3,MID,49,-2.0,-270.0,-120.0,1,0.0,0.0,0.0,0
Leander Dendoncker,1,MID,45,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Leander Dendoncker,2,MID,45,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Leander Dendoncker,3,MID,45,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Leandro Trossard,1,MID,70,1.0,250.0,190.0,0,0.0,0.0,0.0,0
Leandro Trossard,2,MID,70,2.0,250.0,240.0,1,0.0,0.0,0.0,1
Leandro Trossard,3,MID,69,-1.0,-30.0,10.0,0,1.0333333333333332,12.333333333333332,0.3333333333333333,0
Leny Yoro,1,DEF,45,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,4
Leny Yoro,2,DEF,45,0.0,-10.0,10.0,0,2.1,90.0,4.0,6
Leny Yoro,3,DEF,45,1.0,60.0,50.0,1,2.5666666666666664,88.66666666666667,4.666666666666667,1
Leo Fuhr Hjelde,1,DEF,40,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Leo Fuhr Hjelde,2,DEF,40,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Leo Fuhr Hjelde,3,DEF,40,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Leon Bailey,1,MID,55,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Leon Bailey,2,MID,55,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Leon Bailey,3,MID,55,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Leon Chiwome,1,FWD,45,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Leon Chiwome,2,FWD,45,0.0,-100.0,50.0,0,0.0,0.0,0.0,0
Leon Chiwome,3,FWD,45,0.0,-10.0,-20.0,1,0.0,0.0,0.0,0
Lesley Ugochukwu,1,MID,50,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,1
Lesley Ugochukwu,2,MID,50,0.0,0.0,0.0,1,0.1,27.0,1.0,3
Lesley Ugochukwu,3,MID,50,-1.0,-50.0,-60.0,0,0.9999999999999999,40.66666666666667,1.6666666666666667,2
Levi Samuels Colwill,1,DEF,50,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
Levi Samuels Colwill,2,DEF,49,1.0,90.0,200.0,0,0.0,0.0,0.0,0
Levi Samuels Colwill,3,DEF,49,1.0,30.0,90.0,1,0.0,0.0,0.0,0
Lewis Cook,1,MID,50,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Lewis Cook,2,MID,50,0.0,-50.0,100.0,1,0.0,0.0,0.0,0
Lewis Cook,3,MID,50,0.0,0.0,100.0,0,0.0,0.0,0.0,0
Lewis Dobbin,1,MID,50,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Lewis Dobbin,2,MID,50,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Lewis Dobbin,3,MID,50,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Lewis Dunk,1,DEF,45,0.0,-30.0,80.0,1,0.0,0.0,0.0,2
Lewis Dunk,2,DEF,45,0.0,80.0,70.0,0,2.5,90.0,2.0,1
Lewis Dunk,3,DEF,45,-1.0,-290.0,-40.0,1,2.2333333333333334,90.0,1.6666666666666667,5
Lewis Hall,1,DEF,55,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Lewis Hall,2,DEF,55,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,1
Lewis Hall,3,DEF,55,2.0,120.0,270.0,0,0.26666666666666666,4.666666666666666,0.3333333333333333,1
Lewis Miley,1,MID,45,1.0,30.0,210.0,0,0.0,0.0,0.0,1
Lewis Miley,2,MID,45,-1.0,-250.0,-90.0,1,1.6,7.0,1.0,1
Lewis Miley,3,MID,45,2.0,120.0,270.0,0,1.2333333333333336,12.666666666666668,1.0,1
Lewis O'Brien,1,MID,50,0.0,-140.0,100.0,1,0.0,0.0,0.0,0
Lewis O'Brien,2,MID,50,0.0,70.0,60.0,0,0.0,0.0,0.0,0
Lewis O'Brien,3,MID,50,0.0,50.0,80.0,1,0.0,0.0,0.0,0
Lewis Orford,1,MID,45,1.0,50.0,50.0,0,0.0,0.0,0.0,0
Lewis Orford,2,MID,45,-1.0,-200.0,-90.0,1,0.0,0.0,0.0,0
Lewis Orford,3,MID,45,0.0,-80.0,-50.0,0,0.0,0.0,0.0,0
Liam Delap,1,FWD,65,1.0,-40.0,90.0,1,0.0,0.0,0.0,1
Liam Delap,2,FWD,65,1.0,90.0,200.0,0,2.6,17.0,1.0,2
Liam Delap,3,FWD,64,1.0,30.0,90.0,1,2.5333333333333337,31.666666666666664,1.3333333333333335,1
Lino da Cruz Sousa,1,DEF,40,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Lino da Cruz Sousa,2,DEF,40,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Lino da Cruz Sousa,3,DEF,40,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Lisandro Martínez,1,DEF,50,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Lisandro Martínez,2,DEF,50,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Lisandro Martínez,3,DEF,49,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Loum Tchaouna,1,MID,50,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,1
Loum Tchaouna,2,MID,50,0.0,0.0,0.0,1,0.4,16.0,1.0,1
Loum Tchaouna,3,MID,50,-1.0,-50.0,-60.0,0,0.5333333333333334,13.0,1.0,3
Luca Koleosho,1,MID,50,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Luca Koleosho,2,MID,50,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Luca Koleosho,3,MID,50,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Lucas Bergvall,1,MID,55,1.0,50.0,110.0,1,0.0,0.0,0.0,3
Lucas Bergvall,2,MID,55,-1.0,-200.0,0.0,0,4.7,79.0,3.0,1
Lucas Bergvall,3,MID,55,0.0,-100.0,0.0,1,3.833333333333334,54.00000000000001,2.3333333333333335,1
Lucas Digne,1,DEF,45,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,6
Lucas Digne,2,DEF,45,0.0,40.0,220.0,0,1.7,90.0,6.0,2
Lucas Digne,3,DEF,45,0.0,-80.0,10.0,1,1.8333333333333335,81.0,4.666666666666667,1
Lucas Estella Perri,1,GK,45,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,6
Lucas Estella Perri,2,GK,45,-2.0,-240.0,-250.0,0,1.1,90.0,6.0,0
Lucas Estella Perri,3,GK,45,-2.0,-270.0,-120.0,1,0.8333333333333335,90.0,4.0,6
Lucas Pires Silva,1,DEF,40,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Lucas Pires Silva,2,DEF,40,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Lucas Pires Silva,3,DEF,40,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Lucas Tolentino Coelho de Lima,1,MID,60,1.0,50.0,50.0,0,0.0,0.0,0.0,2
Lucas Tolentino Coelho de Lima,2,MID,59,-1.0,-200.0,-90.0,1,2.4,90.0,2.0,9
Lucas Tolentino Coelho de Lima,3,MID,59,0.0,-80.0,-50.0,0,4.5,90.0,4.333333333333334,10
Luis Díaz Marulanda,1,MID,80,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Luis Díaz Marulanda,2,MID,80,1.0,90.0,250.0,0,0.0,0.0,0.0,0
Luis Díaz Marulanda,3,MID,80,1.0,-10.0,30.0,1,0.0,0.0,0.0,0
Luis Guilherme Lira dos Santos,1,MID,50,1.0,50.0,50.0,0,0.0,0.0,0.0,0
Luis Guilherme Lira dos Santos,2,MID,50,-1.0,-200.0,-90.0,1,0.0,0.0,0.0,0
Luis Guilherme Lira dos Santos,3,MID,50,0.0,-80.0,-50.0,0,0.0,0.0,0.0,0
Luis Sinisterra Lucumí,1,MID,50,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Luis Sinisterra Lucumí,2,MID,50,0.0,-50.0,100.0,1,0.0,0.0,0.0,0
Luis Sinisterra Lucumí,3,MID,50,0.0,0.0,100.0,0,0.0,0.0,0.0,0
Luka Vušković,1,DEF,40,1.0,50.0,110.0,1,0.0,0.0,0.0,0
Luka Vušković,2,DEF,40,-1.0,-200.0,0.0,0,0.0,0.0,0.0,0
Luka Vušković,3,DEF,40,0.0,-100.0,0.0,1,0.0,0.0,0.0,0
Lukas Nmecha,1,FWD,50,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,5
Lukas Nmecha,2,FWD,50,-2.0,-240.0,-250.0,0,5.8,12.0,5.0,1
Lukas Nmecha,3,FWD,50,-2.0,-270.0,-120.0,1,3.866666666666667,18.666666666666664,3.6666666666666674,2
Luke Harris,1,MID,45,0.0,-80.0,30.0,0,0.0,0.0,0.0,0
Luke Harris,2,MID,45,0.0,-10.0,10.0,1,0.0,0.0,0.0,0
Luke Harris,3,MID,45,-1.0,-90.0,-30.0,0,0.0,0.0,0.0,0
Luke O'Nien,1,DEF,40,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Luke O'Nien,2,DEF,40,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Luke O'Nien,3,DEF,40,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Luke Shaw,1,DEF,45,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,2
Luke Shaw,2,DEF,45,0.0,-10.0,10.0,0,2.4,79.0,2.0,2
Luke Shaw,3,DEF,45,1.0,60.0,50.0,1,2.0,81.33333333333334,2.0,1
Luís Hemir Silva Semedo,1,FWD,45,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Luís Hemir Silva Semedo,2,FWD,45,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Luís Hemir Silva Semedo,3,FWD,45,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Lyle Foster,1,FWD,50,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,2
Lyle Foster,2,FWD,50,0.0,0.0,0.0,1,3.8,73.0,2.0,2
Lyle Foster,3,FWD,50,-1.0,-50.0,-60.0,0,2.8333333333333335,77.0,2.0,6
Mads Hermansen,1,GK,45,1.0,50.0,50.0,0,0.0,0.0,0.0,1
Mads Hermansen,2,GK,45,-1.0,-200.0,-90.0,1,2.1,90.0,1.0,0
Mads Hermansen,3,GK,45,0.0,-80.0,-50.0,0,1.9666666666666668,90.0,0.6666666666666667,7
Mads Roerslev Rasmussen,1,DEF,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Mads Roerslev Rasmussen,2,DEF,45,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Mads Roerslev Rasmussen,3,DEF,45,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Malcolm Ebiowei,1,MID,45,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Malcolm Ebiowei,2,MID,45,0.0,-60.0,-70.0,1,0.0,0.0,0.0,0
Malcolm Ebiowei,3,MID,45,0.0,-10.0,80.0,0,0.0,0.0,0.0,0
Maldini Kacurri,1,DEF,40,1.0,250.0,190.0,0,0.0,0.0,0.0,0
Maldini Kacurri,2,DEF,40,2.0,250.0,240.0,1,0.0,0.0,0.0,0
Maldini Kacurri,3,DEF,40,-1.0,-30.0,10.0,0,0.0,0.0,0.0,0
Malick Thiaw,1,DEF,50,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Malick Thiaw,2,DEF,50,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,1
Malick Thiaw,3,DEF,50,2.0,120.0,270.0,0,0.06666666666666667,3.0,0.3333333333333333,0
Malick Yalcouyé,1,MID,50,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Malick Yalcouyé,2,MID,50,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Malick Yalcouyé,3,MID,50,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Malo Gusto,1,DEF,50,1.0,-40.0,90.0,1,0.0,0.0,0.0,1
Malo Gusto,2,DEF,50,1.0,90.0,200.0,0,0.2,11.0,1.0,2
Malo Gusto,3,DEF,50,1.0,30.0,90.0,1,0.5333333333333333,30.0,1.3333333333333335,6
Mamadou Sarr,1,DEF,45,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
Mamadou Sarr,2,DEF,45,1.0,90.0,200.0,0,0.0,0.0,0.0,0
Mamadou Sarr,3,DEF,45,1.0,30.0,90.0,1,0.0,0.0,0.0,0
Manor Solomon,1,MID,55,1.0,50.0,110.0,1,0.0,0.0,0.0,0
Manor Solomon,2,MID,55,-1.0,-200.0,0.0,0,0.0,0.0,0.0,0
Manor Solomon,3,MID,54,0.0,-100.0,0.0,1,0.0,0.0,0.0,0
Manuel Akanji,1,DEF,55,1.0,130.0,300.0,0,0.0,0.0,0.0,0
Manuel Akanji,2,DEF,55,1.0,0.0,200.0,1,0.0,0.0,0.0,0
Manuel Akanji,3,DEF,54,1.0,40.0,290.0,0,0.0,0.0,0.0,0
Manuel Benson Hedilazio,1,MID,55,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Manuel Benson Hedilazio,2,MID,55,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Manuel Benson Hedilazio,3,MID,55,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Manuel Ugarte Ribeiro,1,MID,50,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,1
Manuel Ugarte Ribeiro,2,MID,50,0.0,-10.0,10.0,0,1.2,25.0,1.0,1
Manuel Ugarte Ribeiro,3,MID,49,1.0,60.0,50.0,1,1.1,23.666666666666668,1.0,0
Marc Cucurella Saseta,1,DEF,60,1.0,-40.0,90.0,1,0.0,0.0,0.0,8
Marc Cucurella Saseta,2,DEF,60,1.0,90.0,200.0,0,4.0,90.0,8.0,5
Marc Cucurella Saseta,3,DEF,61,1.0,30.0,90.0,1,4.266666666666667,82.66666666666667,7.0,6
Marc Guiu Paz,1,FWD,45,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Marc Guiu Paz,2,FWD,45,0.0,0.0,0.0,0,0.0,0.0,0.0,1
Marc Guiu Paz,3,FWD,45,-1.0,-240.0,-30.0,1,0.19999999999999998,3.333333333333333,0.3333333333333333,1
Marc Guéhi,1,DEF,45,-1.0,-90.0,40.0,0,0.0,0.0,0.0,6
Marc Guéhi,2,DEF,45,0.0,-60.0,-70.0,1,2.6,90.0,6.0,2
Marc Guéhi,3,DEF,45,0.0,-10.0,80.0,0,2.3000000000000003,90.0,4.666666666666667,15
Marco Bizot,1,GK,45,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,7
Marco Bizot,2,GK,45,0.0,40.0,220.0,0,2.0,90.0,7.0,0
Marco Bizot,3,GK,45,0.0,-80.0,10.0,1,1.3333333333333335,60.00000000000001,4.666666666666667,0
Marcos Senesi Barón,1,DEF,45,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,2
Marcos Senesi Barón,2,DEF,45,0.0,-50.0,100.0,1,4.3,90.0,2.0,9
Marcos Senesi Barón,3,DEF,45,0.0,0.0,100.0,0,3.8,90.0,4.333333333333334,14
Marcus Bettinelli,1,GK,40,1.0,130.0,300.0,0,0.0,0.0,0.0,0
Marcus Bettinelli,2,GK,40,1.0,0.0,200.0,1,0.0,0.0,0.0,0
Marcus Bettinelli,3,GK,40,1.0,40.0,290.0,0,0.0,0.0,0.0,0
Marcus Edwards,1,MID,50,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,1
Marcus Edwards,2,MID,50,0.0,0.0,0.0,1,0.0,5.0,1.0,0
Marcus Edwards,3,MID,49,-1.0,-50.0,-60.0,0,0.0,3.333333333333334,0.6666666666666667,0
Marcus Rashford,1,MID,70,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Marcus Rashford,2,MID,70,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Marcus Rashford,3,MID,70,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Marcus Tavernier,1,MID,55,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,4
Marcus Tavernier,2,MID,55,0.0,-50.0,100.0,1,7.2,90.0,4.0,11
Marcus Tavernier,3,MID,55,0.0,0.0,100.0,0,7.300000000000001,85.66666666666667,6.333333333333334,3
Mark Gillespie,1,GK,40,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Mark Gillespie,2,GK,40,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,0
Mark Gillespie,3,GK,40,2.0,120.0,270.0,0,0.0,0.0,0.0,0
Mark Travers,1,GK,45,1.0,90.0,40.0,0,0.0,0.0,0.0,0
Mark Travers,2,GK,45,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Mark Travers,3,GK,45,0.0,20.0,10.0,0,0.0,0.0,0.0,0
Marko Stamenić,1,MID,45,0.0,-140.0,100.0,1,0.0,0.0,0.0,0
Marko Stamenić,2,MID,45,0.0,70.0,60.0,0,0.0,0.0,0.0,0
Marko Stamenić,3,MID,45,0.0,50.0,80.0,1,0.0,0.0,0.0,0
Marshall Munetsi,1,MID,55,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,2
Marshall Munetsi,2,MID,55,0.0,-100.0,50.0,0,2.2,90.0,2.0,2
Marshall Munetsi,3,MID,55,0.0,-10.0,-20.0,1,1.766666666666667,90.0,2.0,5
Martial Godo,1,MID,45,0.0,-80.0,30.0,0,0.0,0.0,0.0,0
Martial Godo,2,MID,45,0.0,-10.0,10.0,1,0.0,0.0,0.0,0
Martial Godo,3,MID,45,-1.0,-90.0,-30.0,0,0.0,0.0,0.0,0
Martin Dúbravka,1,GK,40,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,2
Martin Dúbravka,2,GK,40,0.0,0.0,0.0,1,2.6,90.0,2.0,6
Martin Dúbravka,3,GK,40,-1.0,-50.0,-60.0,0,2.1000000000000005,90.0,3.3333333333333335,2
Martin Sherif,1,FWD,45,1.0,90.0,40.0,0,0.0,0.0,0.0,0
Martin Sherif,2,FWD,45,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Martin Sherif,3,FWD,45,0.0,20.0,10.0,0,0.0,0.0,0.0,0
Martin Ødegaard,1,MID,80,1.0,250.0,190.0,0,0.0,0.0,0.0,5
Martin Ødegaard,2,MID,80,2.0,250.0,240.0,1,5.5,90.0,5.0,1
Martin Ødegaard,3,MID,79,-1.0,-30.0,10.0,0,3.966666666666667,72.33333333333334,3.6666666666666674,1
Martín Zubimendi Ibáñez,1,MID,55,1.0,250.0,190.0,0,0.0,0.0,0.0,5
Martín Zubimendi Ibáñez,2,MID,55,2.0,250.0,240.0,1,2.0,90.0,5.0,3
Martín Zubimendi Ibáñez,3,MID,55,-1.0,-30.0,10.0,0,1.8,90.0,4.333333333333334,1
Mason Mount,1,MID,60,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,2
Mason Mount,2,MID,60,0.0,-10.0,10.0,0,5.0,64.0,2.0,3
Mason Mount,3,MID,60,1.0,60.0,50.0,1,4.7,65.33333333333334,2.3333333333333335,1
Matai Akinmboni,1,DEF,40,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Matai Akinmboni,2,DEF,40,0.0,-50.0,100.0,1,0.0,0.0,0.0,0
Matai Akinmboni,3,DEF,40,0.0,0.0,100.0,0,0.0,0.0,0.0,0
Mateo Joseph Fernández-Regatillo,1,FWD,50,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,0
Mateo Joseph Fernández-Regatillo,2,FWD,50,-2.0,-240.0,-250.0,0,0.0,0.0,0.0,0
Mateo Joseph Fernández-Regatillo,3,FWD,50,-2.0,-270.0,-120.0,1,0.0,0.0,0.0,0
Mateo Kovačić,1,MID,60,1.0,130.0,300.0,0,0.0,0.0,0.0,0
Mateo Kovačić,2,MID,60,1.0,0.0,200.0,1,0.0,0.0,0.0,0
Mateo Kovačić,3,MID,60,1.0,40.0,290.0,0,0.0,0.0,0.0,0
Mateus Gonçalo Espanha Fernandes,3,MID,55,0.0,-80.0,-50.0,0,0.0,0.0,0.0,3
Matheus França de Oliveira,1,MID,45,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Matheus França de Oliveira,2,MID,45,0.0,-60.0,-70.0,1,0.0,0.0,0.0,0
Matheus França de Oliveira,3,MID,45,0.0,-10.0,80.0,0,0.0,0.0,0.0,0
Matheus Nunes,1,DEF,55,1.0,130.0,300.0,0,0.0,0.0,0.0,1
Matheus Nunes,2,DEF,55,1.0,0.0,200.0,1,0.5,24.0,1.0,0
Matheus Nunes,3,DEF,54,1.0,40.0,290.0,0,0.33333333333333337,16.0,0.6666666666666667,2
Matheus Santos Carneiro da Cunha,1,MID,80,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,2
Matheus Santos Carneiro da Cunha,2,MID,80,0.0,-10.0,10.0,0,8.1,90.0,2.0,2
Matheus Santos Carneiro da Cunha,3,MID,81,1.0,60.0,50.0,1,6.933333333333334,90.0,2.0,1
Mathias Jensen,1,MID,50,0.0,-100.0,140.0,0,0.0,0.0,0.0,2
Mathias Jensen,2,MID,50,0.0,-220.0,-40.0,1,4.2,68.0,2.0,1
Mathias Jensen,3,MID,50,1.0,30.0,240.0,0,2.9333333333333336,49.0,1.6666666666666667,0
Mathys Tel,1,MID,65,1.0,50.0,110.0,1,0.0,0.0,0.0,1
Mathys Tel,2,MID,64,-1.0,-200.0,0.0,0,0.0,5.0,1.0,0
Mathys Tel,3,MID,63,0.0,-100.0,0.0,1,0.0,3.333333333333334,0.6666666666666667,1
Mats Wieffer,1,MID,50,0.0,-30.0,80.0,1,0.0,0.0,0.0,4
Mats Wieffer,2,MID,50,0.0,80.0,70.0,0,4.9,90.0,4.0,3
Mats Wieffer,3,MID,50,-1.0,-290.0,-40.0,1,4.0,88.0,3.666666666666667,0
Matt Doherty,1,DEF,45,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,-1
Matt Doherty,2,DEF,45,0.0,-100.0,50.0,0,1.6,90.0,-1.0,1
Matt Doherty,3,DEF,45,0.0,-10.0,-20.0,1,1.7666666666666668,90.0,-0.3333333333333334,0
Matt O'Riley,1,MID,55,0.0,-30.0,80.0,1,0.0,0.0,0.0,10
Matt O'Riley,2,MID,55,0.0,80.0,70.0,0,11.5,87.0,10.0,2
Matt O'Riley,3,MID,55,-1.0,-290.0,-40.0,1,10.166666666666668,88.0,7.333333333333335,0
Matt Targett,1,DEF,40,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Matt Targett,2,DEF,40,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,0
Matt Targett,3,DEF,40,2.0,120.0,270.0,0,0.0,0.0,0.0,0
Matt Turner,1,GK,40,0.0,-140.0,100.0,1,0.0,0.0,0.0,0
Matt Turner,2,GK,40,0.0,70.0,60.0,0,0.0,0.0,0.0,0
Matt Turner,3,GK,40,0.0,50.0,80.0,1,0.0,0.0,0.0,0
Matthew Cox,1,GK,40,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Matthew Cox,2,GK,40,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Matthew Cox,3,GK,40,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Matthijs de Ligt,1,DEF,50,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,4
Matthijs de Ligt,2,DEF,50,0.0,-10.0,10.0,0,7.5,90.0,4.0,7
Matthijs de Ligt,3,DEF,50,1.0,60.0,50.0,1,5.966666666666668,90.0,5.0,1
Matty Cash,1,DEF,45,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,8
Matty Cash,2,DEF,45,0.0,40.0,220.0,0,4.1,90.0,8.0,2
Matty Cash,3,DEF,45,0.0,-80.0,10.0,1,4.4,90.0,6.000000000000001,0
Matz Sels,1,GK,50,0.0,-140.0,100.0,1,0.0,0.0,0.0,2
Matz Sels,2,GK,50,0.0,70.0,60.0,0,1.5,90.0,2.0,2
Matz Sels,3,GK,50,0.0,50.0,80.0,1,1.7333333333333334,90.0,2.0,2
Max Dowman,2,MID,45,2.0,250.0,240.0,1,0.0,0.0,0.0,4
