season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
2020-21,Gaetano Berardi,DEF,Leeds,0,0,0,0,0.0,685,268,0,0,0.0,0.0,2021-03-08T20:00:00Z,0,19,West Ham,0,0,0,0,27,0,0,0.0,2.0,0.0,0,0,0,0,40,False,0,27
2020-21,Harvey Barnes,MID,Leicester,0,0,0,0,0.0,235,260,0,0,0.0,0.0,2021-03-06T20:00:00Z,0,3,Brighton,0,0,0,0,27,0,681418,2.0,1.0,0.0,0,-1091182,22204,1113386,69,False,0,27
2020-21,William Saliba,DEF,Arsenal,0,0,0,0,0.0,27,261,0,0,0.0,0.0,2021-03-06T12:30:00Z,0,4,Burnley,0,0,0,0,27,0,38463,1.0,1.0,0.0,0,-358,0,358,40,False,0,27
2020-21,Liam Delap,FWD,Man City,0,0,0,0,0.0,539,264,0,0,0.0,0.0,2021-03-07T16:30:00Z,0,13,Man Utd,0,0,0,0,27,0,77551,2.0,0.0,0.0,0,-3012,4762,7774,43,True,0,27
2020-21,Liam Delap,FWD,Man City,0,0,0,0,0.0,539,325,0,0,0.0,0.0,2021-03-10T18:00:00Z,0,16,Southampton,0,0,0,0,27,0,77551,2.0,5.0,0.0,0,-3012,4762,7774,43,True,0,27
2020-21,Jarrod Bowen,MID,West Ham,0,0,4,0,0.1,445,268,0,0,1.4,6.4,2021-03-08T20:00:00Z,17,10,Leeds,0,0,0,0,27,0,129995,0.0,2.0,7.0,1,-2666,2784,5450,60,True,0,27
2020-21,Sokratis Papastathopoulos,DEF,Arsenal,0,0,0,0,0.0,2,261,0,0,0.0,0.0,2021-03-06T12:30:00Z,0,4,Burnley,0,0,0,0,27,0,4672,1.0,1.0,0.0,0,-15,0,15,48,False,0,27
2020-21,Curtis Jones,MID,Liverpool,0,0,0,0,0.0,263,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,8,Fulham,0,0,0,0,27,0,76673,1.0,0.0,0.0,0,13011,16031,3020,44,True,0,27
2020-21,Daniel Castelo Podence,MID,Wolves,0,0,0,0,0.0,469,259,0,0,0.0,0.0,2021-03-06T17:30:00Z,0,2,Aston Villa,0,0,0,0,27,0,78361,0.0,0.0,0.0,0,-2127,59,2186,53,False,0,27
2020-21,Frédéric Guilbert,DEF,Aston Villa,0,0,0,0,0.0,47,259,0,0,0.0,0.0,2021-03-06T17:30:00Z,0,20,Wolves,0,0,0,0,27,0,5256,0.0,0.0,0.0,0,-47,0,47,43,True,0,27
2020-21,Oskar Buur,DEF,Wolves,0,0,0,0,0.0,467,259,0,0,0.0,0.0,2021-03-06T17:30:00Z,0,2,Aston Villa,0,0,0,0,27,0,133246,0.0,0.0,0.0,0,-2701,0,2701,39,False,0,27
2020-21,Joel Matip,DEF,Liverpool,0,0,0,0,0.0,246,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,8,Fulham,0,0,0,0,27,0,31197,1.0,0.0,0.0,0,-476,35,511,54,True,0,27
2020-21,Josh Sims,MID,Southampton,0,0,0,0,0.0,374,265,0,0,0.0,0.0,2021-03-06T15:00:00Z,0,15,Sheffield Utd,0,0,0,0,27,0,6676,2.0,0.0,0.0,0,-62,0,62,43,False,0,27
2020-21,Josh Sims,MID,Southampton,0,0,0,0,0.0,374,325,0,0,0.0,0.0,2021-03-10T18:00:00Z,0,12,Man City,0,0,0,0,27,0,6676,2.0,5.0,0.0,0,-62,0,62,43,False,0,27
2020-21,Robert Snodgrass,MID,West Brom,0,0,0,0,0.0,428,267,0,0,0.0,0.0,2021-03-07T12:00:00Z,0,14,Newcastle,0,0,0,0,27,0,5594,0.0,0.0,0.0,0,-14,98,112,56,True,0,27
2020-21,Robert Sánchez,GK,Brighton,0,0,11,0,0.0,597,260,2,0,1.1,11.0,2021-03-06T20:00:00Z,90,9,Leicester,0,0,0,0,27,2,242162,2.0,1.0,0.0,1,903,9838,8935,45,True,0,27
2020-21,Ryan Inniss,DEF,Crystal Palace,0,0,0,0,0.0,534,266,0,0,0.0,0.0,2021-03-07T19:15:00Z,0,17,Spurs,0,0,0,0,27,0,3148,1.0,4.0,0.0,0,-25,0,25,40,False,0,27
2020-21,Michail Antonio,FWD,West Ham,0,0,5,1,26.9,437,268,0,0,3.8,7.0,2021-03-08T20:00:00Z,90,10,Leeds,0,0,0,0,27,0,1008896,0.0,2.0,4.0,2,180148,199623,19475,65,True,0,27
2020-21,Caleb Watts,MID,Southampton,0,0,0,0,0.0,636,265,0,0,0.0,0.0,2021-03-06T15:00:00Z,0,15,Sheffield Utd,0,0,0,0,27,0,341,2.0,0.0,0.0,0,25,50,25,45,False,0,27
2020-21,Caleb Watts,MID,Southampton,0,0,2,0,0.4,636,325,0,0,0.0,0.0,2021-03-10T18:00:00Z,18,12,Man City,0,0,0,0,27,0,341,2.0,5.0,0.0,1,25,50,25,45,False,0,27
2020-21,Alex Oxlade-Chamberlain,MID,Liverpool,0,0,0,0,0.0,248,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,8,Fulham,0,0,0,0,27,0,3811,1.0,0.0,0.0,0,-27,101,128,63,True,0,27
2020-21,Tahith Chong,MID,Man Utd,0,0,0,0,0.0,316,264,0,0,0.0,0.0,2021-03-07T16:30:00Z,0,12,Man City,0,0,0,0,27,0,845,2.0,0.0,0.0,0,-2,0,2,44,False,0,27
2020-21,Nathan Trott,GK,West Ham,0,0,0,0,0.0,674,268,0,0,0.0,0.0,2021-03-08T20:00:00Z,0,10,Leeds,0,0,0,0,27,0,177,0.0,2.0,0.0,0,109,130,21,40,True,0,27
2020-21,Hugo Bueno,DEF,Wolves,0,0,0,0,0.0,649,259,0,0,0.0,0.0,2021-03-06T17:30:00Z,0,2,Aston Villa,0,0,0,0,27,0,1502,0.0,0.0,0.0,0,18,167,149,40,False,0,27
2020-21,Kelland Watts,DEF,Newcastle,0,0,0,0,0.0,342,267,0,0,0.0,0.0,2021-03-07T12:00:00Z,0,18,West Brom,0,0,0,0,27,0,12706,0.0,0.0,0.0,0,-132,0,132,39,False,0,27
2020-21,Jamal Baptiste,DEF,West Ham,0,0,0,0,0.0,669,268,0,0,0.0,0.0,2021-03-08T20:00:00Z,0,10,Leeds,0,0,0,0,27,0,482,0.0,2.0,0.0,0,-28,82,110,40,True,0,27
2020-21,Elliot Anderson,MID,Newcastle,0,0,0,0,0.0,602,267,0,0,0.0,0.0,2021-03-07T12:00:00Z,0,18,West Brom,0,0,0,0,27,0,1424,0.0,0.0,0.0,0,-50,113,163,45,False,0,27
2020-21,Naby Keita,MID,Liverpool,0,0,10,0,24.4,261,263,1,0,4.7,15.0,2021-03-07T14:00:00Z,90,8,Fulham,0,0,0,0,27,0,13955,1.0,0.0,8.0,1,22,124,102,52,True,1,27
2020-21,Pierre-Emerick Aubameyang,MID,Arsenal,0,1,18,0,2.5,4,261,1,1,10.2,31.0,2021-03-06T12:30:00Z,90,4,Burnley,0,0,0,0,27,0,607950,1.0,1.0,68.0,8,70295,79805,9510,113,False,0,27
2020-21,Shane Duffy,DEF,Brighton,0,0,0,0,0.0,58,260,0,0,0.0,0.0,2021-03-06T20:00:00Z,0,9,Leicester,0,0,0,0,27,0,2864,2.0,1.0,0.0,0,-10,0,10,43,True,0,27
2020-21,Jeffrey Schlupp,MID,Crystal Palace,0,0,6,0,10.8,142,266,1,0,2.0,7.2,2021-03-07T19:15:00Z,25,17,Spurs,0,0,0,0,27,0,4477,1.0,4.0,2.0,1,4,39,35,53,False,0,27
2020-21,Wilfred Ndidi,MID,Leicester,0,0,12,0,4.7,236,260,1,0,2.6,20.0,2021-03-06T20:00:00Z,90,3,Brighton,0,0,0,0,27,0,54282,2.0,1.0,1.0,2,3883,5287,1404,48,False,0,27
2020-21,Mohamed Naser El Sayed Elneny,MID,Arsenal,0,0,0,0,0.0,526,261,0,0,0.0,0.0,2021-03-06T12:30:00Z,0,4,Burnley,0,0,0,0,27,0,84602,1.0,1.0,0.0,0,2826,6052,3226,42,False,0,27
2020-21,Neeskens Kebano,MID,Fulham,0,0,0,0,0.0,180,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,11,Liverpool,0,0,0,0,27,0,2882,1.0,0.0,0.0,0,-26,0,26,47,False,0,27
2020-21,Allan Tchaptchet,DEF,Southampton,0,0,0,0,0.0,635,265,0,0,0.0,0.0,2021-03-06T15:00:00Z,0,15,Sheffield Utd,0,0,0,0,27,0,1108,2.0,0.0,0.0,0,18,115,97,40,False,0,27
2020-21,Allan Tchaptchet,DEF,Southampton,0,0,0,0,0.0,635,325,0,0,0.0,0.0,2021-03-10T18:00:00Z,0,12,Man City,0,0,0,0,27,0,1108,2.0,5.0,0.0,0,18,115,97,40,False,0,27
2020-21,Christian Atsu,MID,Newcastle,0,0,0,0,0.0,330,267,0,0,0.0,0.0,2021-03-07T12:00:00Z,0,18,West Brom,0,0,0,0,27,0,2245,0.0,0.0,0.0,0,-7,0,7,52,False,0,27
2020-21,Federico Fernández,DEF,Newcastle,0,0,0,0,0.0,323,267,0,0,0.0,0.0,2021-03-07T12:00:00Z,0,18,West Brom,0,0,0,0,27,0,37538,0.0,0.0,0.0,0,-529,33,562,47,False,0,27
2020-21,Mason Mount,MID,Chelsea,0,0,7,0,26.0,120,262,0,0,5.7,16.2,2021-03-08T18:00:00Z,24,7,Everton,0,0,0,0,27,0,928092,0.0,2.0,15.0,1,402473,418963,16490,69,True,0,27
2020-21,Luka Milivojevic,MID,Crystal Palace,1,0,20,0,33.5,138,266,4,0,5.4,20.0,2021-03-07T19:15:00Z,90,17,Spurs,0,0,0,0,27,0,16664,1.0,4.0,0.0,5,-53,113,166,56,False,0,27
2020-21,Joachim Andersen,DEF,Fulham,0,1,29,1,10.2,571,263,0,0,3.4,23.8,2021-03-07T14:00:00Z,90,11,Liverpool,0,0,0,0,27,0,17319,1.0,0.0,0.0,7,4477,6123,1646,45,False,0,27
2020-21,Jesse Lingard,MID,West Ham,0,0,11,1,24.6,301,268,0,1,12.0,39.6,2021-03-08T20:00:00Z,86,10,Leeds,0,1,0,0,27,0,711809,0.0,2.0,56.0,5,443156,455281,12125,60,True,1,27
2020-21,Juan Mata,MID,Man Utd,0,0,0,0,0.0,290,264,0,0,0.0,0.0,2021-03-07T16:30:00Z,0,12,Man City,0,0,0,0,27,0,10270,2.0,0.0,0.0,0,-235,20,255,58,False,0,27
2020-21,George Baldock,DEF,Sheffield Utd,0,0,14,0,1.3,351,265,2,0,1.4,13.0,2021-03-06T15:00:00Z,90,16,Southampton,0,0,0,0,27,0,67944,2.0,0.0,0.0,1,1268,2079,811,49,True,0,27
2020-21,John Lundstram,MID,Sheffield Utd,0,0,17,0,18.3,355,265,2,0,3.8,18.2,2021-03-06T15:00:00Z,90,16,Southampton,0,0,0,0,27,0,110816,2.0,0.0,1.0,2,70,956,886,49,True,0,27
2020-21,Dwight McNeil,MID,Burnley,0,0,13,0,27.3,100,261,1,0,6.5,18.6,2021-03-06T12:30:00Z,90,1,Arsenal,0,0,0,0,27,0,32270,1.0,1.0,19.0,2,-1752,1150,2902,57,True,0,27
2020-21,Jake Livermore,MID,West Brom,0,0,0,0,0.0,409,267,0,0,0.0,0.0,2021-03-07T12:00:00Z,0,14,Newcastle,0,0,0,0,27,0,3768,0.0,0.0,0.0,0,-34,15,49,47,True,0,27
2020-21,Benjamin Mendy,DEF,Man City,0,0,0,0,0.0,274,264,0,0,0.0,0.0,2021-03-07T16:30:00Z,0,13,Man Utd,0,0,0,0,27,0,99674,2.0,0.0,0.0,0,-1052,281,1333,59,True,0,27
2020-21,Benjamin Mendy,DEF,Man City,0,0,3,0,0.3,274,325,0,0,0.2,2.0,2021-03-10T18:00:00Z,9,16,Southampton,0,0,0,0,27,0,99674,2.0,5.0,0.0,1,-1052,281,1333,59,True,0,27
2020-21,José Izquierdo,MID,Brighton,0,0,0,0,0.0,72,260,0,0,0.0,0.0,2021-03-06T20:00:00Z,0,9,Leicester,0,0,0,0,27,0,466,2.0,1.0,0.0,0,-4,22,26,55,True,0,27
2020-21,Cenk Tosun,FWD,Everton,0,0,0,0,0.0,153,262,0,0,0.0,0.0,2021-03-08T18:00:00Z,0,5,Chelsea,0,0,0,0,27,0,2557,0.0,2.0,0.0,0,-34,0,34,60,False,0,27
2020-21,Rodrigo Hernandez,MID,Man City,0,0,20,0,29.2,286,264,2,0,6.5,21.6,2021-03-07T16:30:00Z,90,13,Man Utd,0,0,0,0,27,0,34280,2.0,0.0,14.0,2,119,1482,1363,53,True,0,27
2020-21,Rodrigo Hernandez,MID,Man City,0,0,0,0,0.0,286,325,0,0,0.0,0.0,2021-03-10T18:00:00Z,0,16,Southampton,0,0,0,0,27,0,34280,2.0,5.0,0.0,0,119,1482,1363,53,True,0,27
2020-21,Aleksandar Mitrović,FWD,Fulham,0,0,-1,0,0.1,184,263,0,0,0.8,1.0,2021-03-07T14:00:00Z,5,11,Liverpool,0,0,0,0,27,0,270580,1.0,0.0,7.0,0,-1742,1267,3009,55,False,1,27
2020-21,Bernard Anício Caldeira Duarte,MID,Everton,0,0,0,0,0.8,154,262,0,0,0.0,0.0,2021-03-08T18:00:00Z,14,5,Chelsea,0,0,0,0,27,0,10058,0.0,2.0,1.0,1,-53,171,224,57,False,0,27
2020-21,Virgil van Dijk,DEF,Liverpool,0,0,0,0,0.0,250,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,8,Fulham,0,0,0,0,27,0,513748,1.0,0.0,0.0,0,-1807,194,2001,62,True,0,27
2020-21,Joe Bryan,DEF,Fulham,0,0,0,0,0.0,182,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,11,Liverpool,0,0,0,0,27,0,23422,1.0,0.0,0.0,0,-205,81,286,46,False,0,27
2020-21,Anthony Martial,FWD,Man Utd,1,0,6,1,11.8,303,264,0,0,9.3,11.4,2021-03-07T16:30:00Z,87,12,Man City,0,0,0,0,27,0,308156,2.0,0.0,70.0,5,-35950,977,36927,87,False,0,27
2020-21,Ryan Bennett,DEF,Wolves,0,0,0,0,0.0,456,259,0,0,0.0,0.0,2021-03-06T17:30:00Z,0,2,Aston Villa,0,0,0,0,27,0,8183,0.0,0.0,0.0,0,-45,0,45,44,False,0,27
2020-21,Cyrus Christie,DEF,Fulham,0,0,0,0,0.0,179,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,11,Liverpool,0,0,0,0,27,0,2156,1.0,0.0,0.0,0,-12,0,12,42,False,0,27
2020-21,Will Ferry,MID,Southampton,0,0,0,0,0.0,634,265,0,0,0.0,0.0,2021-03-06T15:00:00Z,0,15,Sheffield Utd,0,0,0,0,27,0,220,2.0,0.0,0.0,0,10,26,16,45,False,0,27
2020-21,Will Ferry,MID,Southampton,0,0,0,0,0.0,634,325,0,0,0.0,0.0,2021-03-10T18:00:00Z,0,12,Man City,0,0,0,0,27,0,220,2.0,5.0,0.0,0,10,26,16,45,False,0,27
2020-21,Adam Lallana,MID,Brighton,0,2,27,0,2.9,54,260,2,1,10.1,48.0,2021-03-06T20:00:00Z,90,9,Leicester,0,0,0,0,27,0,21739,2.0,1.0,50.0,9,-15,250,265,62,True,0,27
2020-21,Johann Berg Gudmundsson,MID,Burnley,0,0,11,0,2.2,90,261,1,0,1.2,9.8,2021-03-06T12:30:00Z,67,1,Arsenal,0,0,0,0,27,0,3448,1.0,1.0,0.0,2,-251,65,316,54,True,0,27
2020-21,Okay Yokuslu,MID,West Brom,0,0,21,1,14.4,654,267,0,0,4.4,20.4,2021-03-07T12:00:00Z,90,14,Newcastle,0,0,0,0,27,0,691,0.0,0.0,9.0,3,125,251,126,45,True,0,27
2020-21,Rúnar Alex Rúnarsson,GK,Arsenal,0,0,0,0,0.0,547,261,0,0,0.0,0.0,2021-03-06T12:30:00Z,0,4,Burnley,0,0,0,0,27,0,3996,1.0,1.0,0.0,0,-105,90,195,44,False,0,27
2020-21,Ashley Barnes,FWD,Burnley,0,0,0,0,0.0,87,261,0,0,0.0,0.0,2021-03-06T12:30:00Z,0,1,Arsenal,0,0,0,0,27,0,33459,1.0,1.0,0.0,0,-13666,141,13807,60,True,0,27
2020-21,Gary Cahill,DEF,Crystal Palace,0,0,9,0,0.4,125,266,4,0,0.8,5.8,2021-03-07T19:15:00Z,90,17,Spurs,0,0,0,0,27,0,14246,1.0,4.0,2.0,-1,1164,1767,603,45,False,1,27
2020-21,Fabricio Agosto Ramírez,GK,Fulham,0,0,0,0,0.0,171,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,11,Liverpool,0,0,0,0,27,0,185305,1.0,0.0,0.0,0,6682,10119,3437,39,False,0,27
2020-21,Mace Goodridge,MID,Burnley,0,0,0,0,0.0,551,261,0,0,0.0,0.0,2021-03-06T12:30:00Z,0,1,Arsenal,0,0,0,0,27,0,664,1.0,1.0,0.0,0,-9,0,9,45,True,0,27
2020-21,Neco Williams,DEF,Liverpool,0,0,16,0,29.3,264,263,1,0,6.4,20.8,2021-03-07T14:00:00Z,75,8,Fulham,0,0,0,0,27,0,338130,1.0,0.0,14.0,2,7777,18923,11146,38,True,0,27
2020-21,Emil Krafth,DEF,Newcastle,0,0,19,1,1.0,333,267,0,0,2.3,13.6,2021-03-07T12:00:00Z,90,18,West Brom,0,0,0,0,27,0,4431,0.0,0.0,8.0,6,-149,28,177,42,False,0,27
2020-21,Marek Rodák,GK,Fulham,0,0,0,0,0.0,186,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,11,Liverpool,0,0,0,0,27,0,21415,1.0,0.0,0.0,0,-168,125,293,43,False,0,27
2020-21,Robbie Brady,MID,Burnley,0,0,5,0,1.5,95,261,0,0,0.4,2.0,2021-03-06T12:30:00Z,22,1,Arsenal,0,0,0,0,27,0,4300,1.0,1.0,0.0,1,-116,37,153,50,True,0,27
2020-21,Michal Karbownik,DEF,Brighton,0,0,0,0,0.0,663,260,0,0,0.0,0.0,2021-03-06T20:00:00Z,0,9,Leicester,0,0,0,0,27,0,529,2.0,1.0,0.0,0,-29,71,100,45,True,0,27
2020-21,Romain Saïss,DEF,Wolves,0,0,22,1,0.9,461,259,0,0,3.0,16.4,2021-03-06T17:30:00Z,90,2,Aston Villa,0,0,0,0,27,0,414409,0.0,0.0,13.0,6,-6171,3180,9351,49,False,0,27
2020-21,Kieran Tierney,DEF,Arsenal,0,0,15,0,19.1,17,261,1,0,3.2,8.4,2021-03-06T12:30:00Z,90,4,Burnley,0,0,0,0,27,0,373950,1.0,1.0,4.0,2,34527,39292,4765,52,False,0,27
2020-21,Dwight Gayle,FWD,Newcastle,0,0,4,0,11.6,329,267,0,0,1.5,3.4,2021-03-07T12:00:00Z,33,18,West Brom,0,0,0,0,27,0,3848,0.0,0.0,0.0,1,-84,361,445,59,False,0,27
2020-21,Leif Davis,DEF,Leeds,0,0,0,0,0.0,214,268,0,0,0.0,0.0,2021-03-08T20:00:00Z,0,19,West Ham,0,0,0,0,27,0,86323,0.0,2.0,0.0,0,-414,1028,1442,39,False,0,27
2020-21,Cameron Carter-Vickers,DEF,Spurs,0,0,0,0,0.0,521,266,0,0,0.0,0.0,2021-03-07T19:15:00Z,0,6,Crystal Palace,0,0,0,0,27,0,16604,1.0,4.0,0.0,0,-143,0,143,39,True,0,27
2020-21,Luke Ayling,DEF,Leeds,0,0,7,0,2.8,197,268,2,0,3.3,8.4,2021-03-08T20:00:00Z,90,19,West Ham,0,0,0,0,27,0,192187,0.0,2.0,22.0,1,-1421,4106,5527,44,False,0,27
2020-21,Gareth Bale,MID,Spurs,0,2,62,0,55.9,543,266,1,2,21.5,88.8,2021-03-07T19:15:00Z,69,6,Crystal Palace,0,0,0,0,27,0,175626,1.0,4.0,70.0,14,138689,144365,5676,93,True,0,27
2020-21,Ezgjan Alioski,DEF,Leeds,0,0,12,0,39.7,201,268,0,0,5.7,15.0,2021-03-08T20:00:00Z,45,19,West Ham,0,0,0,0,27,0,155695,0.0,2.0,2.0,1,-8617,1802,10419,44,False,0,27
2020-21,Claudio Bravo,GK,Man City,0,0,0,0,0.0,267,264,0,0,0.0,0.0,2021-03-07T16:30:00Z,0,13,Man Utd,0,0,0,0,27,0,1669,2.0,0.0,0.0,0,-11,0,11,45,True,0,27
2020-21,Claudio Bravo,GK,Man City,0,0,0,0,0.0,267,325,0,0,0.0,0.0,2021-03-10T18:00:00Z,0,16,Southampton,0,0,0,0,27,0,1669,2.0,5.0,0.0,0,-11,0,11,45,True,0,27
2020-21,Josh Onomah,MID,Fulham,0,0,0,0,0.0,188,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,11,Liverpool,0,0,0,0,27,0,3044,1.0,0.0,0.0,0,50,91,41,46,False,0,27
2020-21,Luke Shaw,DEF,Man Utd,0,3,35,1,1.3,300,264,0,1,8.2,44.2,2021-03-07T16:30:00Z,90,12,Man City,0,0,0,0,27,0,838482,2.0,0.0,36.0,14,-3904,36221,40125,51,False,1,27
2020-21,John Stones,DEF,Man City,0,0,15,0,3.3,273,264,2,0,4.6,21.0,2021-03-07T16:30:00Z,90,13,Man Utd,0,0,0,0,27,0,1963877,2.0,0.0,22.0,1,74287,124797,50510,52,True,0,27
2020-21,John Stones,DEF,Man City,0,0,0,0,0.0,273,325,0,0,0.0,0.0,2021-03-10T18:00:00Z,0,16,Southampton,0,0,0,0,27,0,1963877,2.0,5.0,0.0,0,74287,124797,50510,52,True,0,27
2020-21,Kamil Grosicki,MID,West Brom,0,0,0,0,0.0,410,267,0,0,0.0,0.0,2021-03-07T12:00:00Z,0,14,Newcastle,0,0,0,0,27,0,2353,0.0,0.0,0.0,0,-21,11,32,52,True,0,27
2020-21,Keinan Davis,FWD,Aston Villa,0,0,2,0,0.1,50,259,0,0,0.3,3.0,2021-03-06T17:30:00Z,12,20,Wolves,0,0,0,0,27,0,659006,0.0,0.0,0.0,1,1798,23205,21407,43,True,0,27
2020-21,Kai Havertz,MID,Chelsea,2,0,27,1,6.3,500,262,0,0,3.5,0.2,2021-03-08T18:00:00Z,90,7,Everton,0,0,0,0,27,0,193889,0.0,2.0,28.0,9,-1020,758,1778,82,True,0,27
2020-21,Oliver Norwood,MID,Sheffield Utd,0,0,4,0,4.7,349,265,1,0,0.9,4.0,2021-03-06T15:00:00Z,45,16,Southampton,0,0,0,0,27,0,10465,2.0,0.0,0.0,1,206,383,177,45,True,0,27
2020-21,Edinson Cavani,FWD,Man Utd,0,0,0,0,0.0,569,264,0,0,0.0,0.0,2021-03-07T16:30:00Z,0,12,Man City,0,0,0,0,27,0,202269,2.0,0.0,0.0,0,-31071,4836,35907,79,False,0,27
2020-21,Kgaogelo Chauke,MID,Southampton,0,0,0,0,0.0,624,265,0,0,0.0,0.0,2021-03-06T15:00:00Z,0,15,Sheffield Utd,0,0,0,0,27,0,529,2.0,0.0,0.0,0,51,114,63,44,False,0,27
2020-21,Kgaogelo Chauke,MID,Southampton,0,0,0,0,0.0,624,325,0,0,0.0,0.0,2021-03-10T18:00:00Z,0,12,Man City,0,0,0,0,27,0,529,2.0,5.0,0.0,0,51,114,63,44,False,0,27
2020-21,Martin Kelly,DEF,Crystal Palace,0,0,0,0,0.0,135,266,0,0,0.0,0.0,2021-03-07T19:15:00Z,0,17,Spurs,0,0,0,0,27,0,19006,1.0,4.0,0.0,0,35,302,267,41,False,0,27
2020-21,Jimmy Dunne,DEF,Burnley,0,0,0,0,0.0,519,261,0,0,0.0,0.0,2021-03-06T12:30:00Z,0,1,Arsenal,0,0,0,0,27,0,366222,1.0,1.0,0.0,0,3936,14207,10271,38,True,0,27
2020-21,James Tarkowski,DEF,Burnley,0,0,15,0,0.9,81,261,1,0,2.4,23.0,2021-03-06T12:30:00Z,90,1,Arsenal,0,0,0,0,27,0,227761,1.0,1.0,0.0,2,-11085,2900,13985,53,True,0,27
2020-21,Francisco Casilla Cortés,GK,Leeds,0,0,0,0,0.0,194,268,0,0,0.0,0.0,2021-03-08T20:00:00Z,0,19,West Ham,0,0,0,0,27,0,66429,0.0,2.0,0.0,0,-473,246,719,42,False,0,27
2020-21,Antonio Rüdiger,DEF,Chelsea,0,0,0,0,0.0,109,262,0,0,0.0,0.0,2021-03-08T18:00:00Z,0,7,Everton,0,0,0,0,27,0,343699,0.0,2.0,0.0,0,54623,60156,5533,46,True,0,27
2020-21,Toby Alderweireld,DEF,Spurs,0,0,13,0,0.8,386,266,1,0,2.3,22.4,2021-03-07T19:15:00Z,90,6,Crystal Palace,0,0,0,0,27,0,142727,1.0,4.0,0.0,2,7453,9782,2329,54,True,0,27
2020-21,Simon Moore,GK,Sheffield Utd,0,0,0,0,0.0,348,265,0,0,0.0,0.0,2021-03-06T15:00:00Z,0,16,Southampton,0,0,0,0,27,0,7396,2.0,0.0,0.0,0,-32,0,32,43,True,0,27
2020-21,Manuel Lanzini,MID,West Ham,0,0,0,0,0.0,439,268,0,0,0.0,0.0,2021-03-08T20:00:00Z,0,10,Leeds,0,0,0,0,27,0,7859,0.0,2.0,0.0,0,110,452,342,64,True,0,27
2020-21,Daniel N'Lundulu,FWD,Southampton,0,0,0,0,0.0,590,265,0,0,0.0,0.0,2021-03-06T15:00:00Z,0,15,Sheffield Utd,0,0,0,0,27,0,21035,2.0,0.0,0.0,0,1016,2841,1825,45,False,0,27
2020-21,Daniel N'Lundulu,FWD,Southampton,0,0,0,0,0.0,590,325,0,0,0.0,0.0,2021-03-10T18:00:00Z,0,12,Man City,0,0,0,0,27,0,21035,2.0,5.0,0.0,0,1016,2841,1825,45,False,0,27
2020-21,Matthew Clarke,DEF,Brighton,0,0,0,0,0.0,73,260,0,0,0.0,0.0,2021-03-06T20:00:00Z,0,9,Leicester,0,0,0,0,27,0,346,2.0,1.0,0.0,0,-2,0,2,44,True,0,27
2020-21,Jacob Ramsey,MID,Aston Villa,0,0,2,0,0.3,554,259,0,0,0.0,0.0,2021-03-06T17:30:00Z,7,20,Wolves,0,0,0,0,27,0,7523,0.0,0.0,0.0,1,291,538,247,45,True,0,27
2020-21,Connor Wickham,FWD,Crystal Palace,0,0,0,0,0.0,136,266,0,0,0.0,0.0,2021-03-07T19:15:00Z,0,17,Spurs,0,0,0,0,27,0,48436,1.0,4.0,0.0,0,573,2739,2166,44,False,0,27
2020-21,Javier Manquillo,DEF,Newcastle,0,0,0,0,0.0,332,267,0,0,0.0,0.0,2021-03-07T12:00:00Z,0,18,West Brom,0,0,0,0,27,0,14041,0.0,0.0,0.0,0,-266,96,362,42,False,0,27
2020-21,Ellis Simms,FWD,Everton,0,0,0,0,0.0,596,262,0,0,0.0,0.0,2021-03-08T18:00:00Z,0,5,Chelsea,0,0,0,0,27,0,4562,0.0,2.0,0.0,0,-97,0,97,45,False,0,27
2020-21,Craig Dawson,DEF,West Ham,0,1,28,1,0.2,576,268,0,1,11.6,48.6,2021-03-08T20:00:00Z,90,10,Leeds,0,0,0,0,27,0,77982,0.0,2.0,67.0,13,1148,4943,3795,45,True,0,27
2020-21,Kyle Bartley,DEF,West Brom,0,0,26,1,10.6,412,267,0,0,7.3,18.4,2021-03-07T12:00:00Z,90,14,Newcastle,0,0,0,0,27,0,29761,0.0,0.0,44.0,6,14146,16992,2846,44,True,0,27
2020-21,Fraser Forster,GK,Southampton,0,0,26,1,0.0,523,265,0,0,2.0,19.6,2021-03-06T15:00:00Z,90,15,Sheffield Utd,0,0,0,0,27,2,461845,2.0,0.0,0.0,6,10427,17962,7535,40,False,0,27
